Date of contribution,Where do you live?,What is your gender? ,What is your current work situation? (Select all that apply),Are you a member of a union and covered by a collective agreement?,How important is keeping your benefits when you consider changing jobs? (Select all that apply),What should the hourly minimum wage be?
Jan 31 18 02:33:39 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 02:47:32 pm,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 31 18 02:50:46 pm,Alberta,Female,Temporary/term or contract,Yes,Very important,Prefer not to answer
Jan 31 18 03:02:39 pm,Ontario,Male,Permanent,Yes,Somewhat important,$14
Jan 31 18 03:05:44 am,British Columbia,Male,Permanent,Yes,Somewhat important,$14
Jan 31 18 03:09:50 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 31 18 03:10:40 pm,Quebec,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 03:33:46 pm,British Columbia,Female,"Permanent, Other (please specify)",Yes,Very important,$15
Jan 31 18 03:43:32 pm,Alberta,Male,Permanent,No,Somewhat important,$14
Jan 31 18 03:51:10 pm,Alberta,Female,Permanent,No,Very important,$13
Jan 31 18 03:59:57 pm,Ontario,Female,"Permanent, Working for multiple employers",Yes,Very important,$15
Jan 31 18 04:10:56 am,Alberta,Male,Permanent,No,Very important,$15
Jan 31 18 04:13:46 am,Alberta,Male,Permanent,Yes,Very important,$15
Jan 31 18 04:28:41 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 05:04:38 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 05:17:04 pm,Alberta,Male,Permanent,Yes,Very important,More than $15
Jan 31 18 05:34:13 pm,Ontario,Female,Temporary/term or contract,,Very important,$15
Jan 31 18 05:44:06 pm,Yukon,Male,Permanent,Yes,Somewhat important,$14
Jan 31 18 05:48:33 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 05:50:28 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 05:52:18 pm,Quebec,Male,Permanent,Yes,Very important,More than $15
Jan 31 18 05:58:14 pm,Alberta,Male,"Permanent, Self-employed without employees, Working for multiple employers",No,Very important,$15
Jan 31 18 06:12:33 pm,British Columbia,Female,Permanent,Yes,Very important,Prefer not to answer
Jan 31 18 06:16:10 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 06:25:51 am,Quebec,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 06:32:31 pm,Alberta,Male,Permanent,Yes,Very important,$15
Jan 31 18 06:35:11 pm,British Columbia,Male,Casual,Yes,Very important,$15
Jan 31 18 06:45:55 am,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 07:02:59 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 07:07:55 pm,Alberta,Female,Permanent,No,Very important,More than $15
Jan 31 18 07:17:02 am,Ontario,Male,Permanent,Yes,Very important,$15
Jan 31 18 07:33:37 am,Alberta,Male,Permanent,No,Very important,More than $15
Jan 31 18 07:49:43 pm,Alberta,Female,Permanent,No,Very important,$15
Jan 31 18 07:59:33 pm,Alberta,Male,Permanent,Yes,Somewhat important,$15
Jan 31 18 08:02:27 pm,Alberta,Female,Permanent,Yes,Very important,$15
Jan 31 18 08:10:44 pm,Alberta,Female,Permanent,No,Very important,More than $15
Jan 31 18 08:21:53 pm,Alberta,Male,Working for multiple employers,No,Very important,More than $15
Jan 31 18 08:34:27 pm,Outside of Canada,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 08:34:33 am,Ontario,Male,Permanent,No,Neutral,$14
Jan 31 18 08:36:17 pm,Alberta,Female,Permanent,No,Very important,Prefer not to answer
Jan 31 18 08:39:26 pm,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 31 18 08:40:57 pm,Alberta,Male,Permanent,No,Somewhat important,$15
Jan 31 18 08:41:11 pm,Alberta,Female,Permanent,No,Somewhat important,More than $15
Jan 31 18 08:45:50 am,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 08:50:32 pm,Manitoba,Male,Permanent,No,Very important,$15
Jan 31 18 08:51:40 am,Ontario,Male,Permanent,No,Very important,$15
Jan 31 18 08:59:30 am,Alberta,Female,Permanent,No,Very important,More than $15
Jan 31 18 09:02:09 am,British Columbia,Female,Permanent,No,Very important,$15
Jan 31 18 09:26:27 pm,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 09:27:55 am,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 09:31:20 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 09:37:27 am,British Columbia,Female,Permanent,Yes,Very important,$15
Jan 31 18 09:45:26 pm,Quebec,Male,Permanent,Yes,Very important,$13
Jan 31 18 09:46:35 pm,Alberta,Male,Permanent,Prefer not to answer,Very important,More than $15
Jan 31 18 09:55:38 am,Ontario,Female,Permanent,No,Somewhat important,$14
Jan 31 18 09:56:17 pm,Ontario,Male,Permanent,Yes,Very important,$15
Jan 31 18 09:56:59 pm,Alberta,Female,"Permanent, Temporary/term or contract",Yes,Very important,More than $15
Jan 31 18 10:01:06 pm,Ontario,Male,Permanent,No,Very important,$14
Jan 31 18 10:02:32 pm,Ontario,Male,Permanent,Yes,Very important,$15
Jan 31 18 10:13:03 am,British Columbia,Male,Permanent,Yes,Very important,More than $15
Jan 31 18 10:14:07 pm,Alberta,Male,Permanent,,Somewhat important,$15
Jan 31 18 10:20:21 pm,Ontario,Male,Permanent,Yes,Very important,$15
Jan 31 18 10:20:41 pm,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 31 18 10:26:50 am,New Brunswick,Female,Permanent,No,Very important,$13
Jan 31 18 10:29:14 pm,Ontario,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 10:34:27 pm,Ontario,Female,Permanent,No,Very important,$14
Jan 31 18 10:38:23 pm,Quebec,Male,Permanent,Yes,Very important,$15
Jan 31 18 10:51:26 pm,Alberta,Male,Permanent,No,Very important,Prefer not to answer
Jan 31 18 10:56:36 am,New Brunswick,Female,Permanent,No,Somewhat important,$12
Jan 31 18 10:58:38 am,Ontario,Male,Permanent,Prefer not to answer,Very important,$15
Jan 31 18 11:03:31 pm,Alberta,Male,Permanent,No,Very important,More than $15
Jan 31 18 11:13:22 am,Manitoba,Male,Permanent,No,Very important,$12
Jan 31 18 11:15:17 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 11:24:53 pm,Ontario,Female,Permanent,Yes,Very important,Prefer not to answer
Jan 31 18 11:47:45 pm,Quebec,Male,Permanent,Yes,Very important,$15
Jan 31 18 11:50:47 am,Ontario,Male,Permanent,No,Very important,$11
Jan 31 18 11:59:53 am,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 12:07:52 pm,Alberta,Female,Permanent,Yes,Somewhat important,$15
Jan 31 18 12:09:17 am,British Columbia,Female,Permanent,Yes,Very important,More than $15
Jan 31 18 12:37:29 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 12:37:50 pm,Quebec,Female,Permanent,Yes,Neutral,$12
Jan 31 18 12:43:59 pm,Ontario,Female,Permanent,Yes,Somewhat important,$15
Jan 31 18 12:46:25 pm,Ontario,Female,Permanent,Yes,Very important,$15
Jan 31 18 12:52:40 pm,Ontario,Male,Permanent,Yes,Very important,More than $15
Jan 31 18 12:53:33 am,Ontario,Female,Permanent,Yes,Somewhat important,More than $15
Jan 31 18 12:53:54 am,Ontario,Male,Permanent,Yes,Very important,More than $15
